ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
45.162.44.10,51776,,,"[ProtocolDataType(type=socks4, port=51776, tls=true, autoRead=[false])]",,true,"NET PROVEDOR DE ACESSO LTDA-ME",Brazil,BR,-30.202600479125977,-50.921199798583984,AS268496,"PerformanceConnectData(aws_NA=EndpointServerData(ping=800, connections=ConnectionAttempts(success=549, fail=2673), uptime=17.0%, visibleIp=45.162.44.10), ora_UK=EndpointServerData(ping=865, connections=ConnectionAttempts(success=137, fail=3074), uptime=4.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1100, connections=ConnectionAttempts(success=608, fail=2619), uptime=18.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1144, connections=ConnectionAttempts(success=495, fail=2731), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:02:38.0","2023-04-15 02:45:00.0",,,
45.162.135.154,999,,,"[ProtocolDataType(type=http, port=999, tls=false, autoRead=null)]",,true,"Grupo Noredzone ISP SPA",Chile,CL,-33.45209884643555,-70.65360260009766,AS271854,"PerformanceConnectData(aws_NA=EndpointServerData(ping=4698, connections=ConnectionAttempts(success=122, fail=1061), uptime=10.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1193), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3706, connections=ConnectionAttempts(success=113, fail=1082), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4405, connections=ConnectionAttempts(success=149, fail=1044), uptime=12.0%, visibleIp=45.162.135.155))",,"2023-04-15 02:47:06.0","2023-04-15 02:47:06.0",,,
45.162.135.155,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false])]",,true,"Grupo Noredzone ISP SPA",Chile,CL,-33.45209884643555,-70.65360260009766,AS271854,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2397, connections=ConnectionAttempts(success=114, fail=1084), uptime=9.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1179), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=5470, connections=ConnectionAttempts(success=105, fail=1107), uptime=8.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3435, connections=ConnectionAttempts(success=109, fail=1076), uptime=9.0%, visibleIp=45.162.135.155))",,"2023-04-15 02:07:06.0","2023-04-15 02:43:42.0",,,
45.162.135.201,999,,,"[ProtocolDataType(type=http, port=999, tls=false, autoRead=null)]",,false,"Grupo Noredzone ISP SPA",Chile,CL,-33.45209884643555,-70.65360260009766,AS271854,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3096, connections=ConnectionAttempts(success=761, fail=436), uptime=63.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1170), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=7562, connections=ConnectionAttempts(success=765, fail=408), uptime=65.0%, visibleIp=null), ms_HK=EndpointServerData(ping=2451, connections=ConnectionAttempts(success=767, fail=416), uptime=64.0%, visibleIp=45.162.135.233))",,"2023-04-15 02:19:18.0","2023-04-15 02:42:38.0",,,
45.162.193.6,999,,,"[ProtocolDataType(type=https, port=999, tls=true, autoRead=[true])]",,false,"Chile TU TV POR Cable Limitada",Chile,CL,-36.833499908447266,-73.04869842529297,AS267697,"PerformanceConnectData(aws_NA=EndpointServerData(ping=618, connections=ConnectionAttempts(success=2, fail=0), uptime=100.0%, visibleIp=45.162.193.6), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=791, connections=ConnectionAttempts(success=1, fail=0), uptime=100.0%, visibleIp=45.162.193.6), ms_HK=EndpointServerData(ping=841, connections=ConnectionAttempts(success=1, fail=1), uptime=50.0%, visibleIp=45.162.193.6))",,"2023-04-15 02:47:33.0","2023-04-15 02:47:33.0",,,
45.163.205.126,999,,,"[ProtocolDataType(type=https, port=999, tls=true, autoRead=[false])]",,false,"Visionmagica Sociedad Anonima",Ecuador,EC,-2.1666998863220215,-79.46540069580078,AS267684,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2984, connections=ConnectionAttempts(success=1, fail=1), uptime=50.0%, visibleIp=177.234.198.107), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=0), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1), uptime=0%, visibleIp=null), ms_HK=EndpointServerData(ping=2541, connections=ConnectionAttempts(success=1, fail=0), uptime=100.0%, visibleIp=177.234.198.107))",,"2023-04-15 02:39:24.0","2023-04-15 02:39:24.0",,,
45.164.150.123,999,,,"[ProtocolDataType(type=http, port=999, tls=false, autoRead=null)]",,false,"JORGE MARIO, MENDOZA LUX",Guatemala,GT,15.497400283813477,-90.25250244140625,AS267713,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1554, connections=ConnectionAttempts(success=152, fail=1460), uptime=9.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=1598), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=2635, connections=ConnectionAttempts(success=154, fail=1464), uptime=9.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3271, connections=ConnectionAttempts(success=138, fail=1480), uptime=8.0%, visibleIp=null))",,"2023-04-15 01:55:32.0","2023-04-15 02:37:56.0",,,
45.164.249.244,5566,,,"[ProtocolDataType(type=http, port=5566, tls=false, autoRead=null)]",,false,"Wigvan Rogerio Oliveira Santana Eireli ME",Brazil,BR,-16.776399612426758,-49.464599609375,AS268650,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1971, connections=ConnectionAttempts(success=74, fail=393), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=470), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=3399, connections=ConnectionAttempts(success=66, fail=399), uptime=14.0%, visibleIp=null), ms_HK=EndpointServerData(ping=6601, connections=ConnectionAttempts(success=68, fail=393), uptime=14.0%, visibleIp=null))",,"2023-04-15 02:31:52.0","2023-04-15 02:34:34.0",,,
45.166.135.6,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Marlico Jose DA Sila Informatica ME",Brazil,BR,-8.894599914550781,-35.73929977416992,AS267970,"PerformanceConnectData(aws_NA=EndpointServerData(ping=609, connections=ConnectionAttempts(success=378, fail=2849), uptime=11.0%, visibleIp=45.166.135.6), ora_UK=EndpointServerData(ping=674, connections=ConnectionAttempts(success=69, fail=3152), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=859, connections=ConnectionAttempts(success=368, fail=2878), uptime=11.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1081, connections=ConnectionAttempts(success=357, fail=2857), uptime=11.0%, visibleIp=null))",,"2023-04-15 02:16:45.0","2023-04-15 02:48:11.0",,,
45.167.23.30,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[true])]",,false,"Fiorani Alejandro",Argentina,AR,-30.734399795532227,-64.79660034179688,AS267721,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3809, connections=ConnectionAttempts(success=276, fail=2966), uptime=8.0%, visibleIp=45.167.23.37), ora_UK=EndpointServerData(ping=2548, connections=ConnectionAttempts(success=54, fail=3204), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3148, connections=ConnectionAttempts(success=217, fail=2989), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=5295, connections=ConnectionAttempts(success=224, fail=3021), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:31:18.0","2023-04-15 02:48:33.0",,,
45.167.90.21,999,,,"[ProtocolDataType(type=https, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=999, tls=true, autoRead=[false])]",,false,"Sircom S.R.L",Argentina,AR,-26.79599952697754,-65.3501968383789,AS267735,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2478, connections=ConnectionAttempts(success=638, fail=3288), uptime=16.0%, visibleIp=null), ora_UK=EndpointServerData(ping=4319, connections=ConnectionAttempts(success=129, fail=3806), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=6236, connections=ConnectionAttempts(success=664, fail=3278), uptime=16.0%, visibleIp=45.167.89.4), ms_HK=EndpointServerData(ping=5079, connections=ConnectionAttempts(success=609, fail=3304), uptime=15.0%, visibleIp=null))",,"2023-04-15 02:40:56.0","2023-04-15 02:46:15.0",,,
45.167.91.65,999,,,"[ProtocolDataType(type=https, port=999, tls=false, autoRead=[false]), ProtocolDataType(type=http, port=999, tls=false, autoRead=[true])]",,true,"Sircom S.R.L",Argentina,AR,-26.79599952697754,-65.3501968383789,AS267735,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3643, connections=ConnectionAttempts(success=405, fail=2192), uptime=15.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2870, connections=ConnectionAttempts(success=60, fail=2567), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2851, connections=ConnectionAttempts(success=395, fail=2225), uptime=15.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4616, connections=ConnectionAttempts(success=422, fail=2210), uptime=16.0%, visibleIp=null))",,"2023-04-15 02:36:49.0","2023-04-15 02:40:44.0",,,
45.167.125.243,999,,,"[ProtocolDataType(type=https, port=999, tls=true, autoRead=[false])]",,true,"Sepcom Comunicaciones",Colombia,CO,2.4763998985290527,-76.57160186767578,AS269804,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2975, connections=ConnectionAttempts(success=197, fail=684), uptime=22.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=881), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=5329, connections=ConnectionAttempts(success=151, fail=723), uptime=17.0%, visibleIp=45.167.125.243), ms_HK=EndpointServerData(ping=5183, connections=ConnectionAttempts(success=179, fail=709), uptime=20.0%, visibleIp=null))",,"2023-04-15 02:06:29.0","2023-04-15 02:22:36.0",,,
45.167.253.129,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=true, autoRead=[false])]",,true,"QDS NETWORKS SA DE CV",Mexico,MX,22.091400146484375,-100.86910247802734,AS265565,"PerformanceConnectData(aws_NA=EndpointServerData(ping=426, connections=ConnectionAttempts(success=2900, fail=1055), uptime=73.0%, visibleIp=200.188.153.52), ora_UK=EndpointServerData(ping=454, connections=ConnectionAttempts(success=519, fail=3417), uptime=13.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1299, connections=ConnectionAttempts(success=2951, fail=1011), uptime=74.0%, visibleIp=200.188.153.52), ms_HK=EndpointServerData(ping=2584, connections=ConnectionAttempts(success=2909, fail=1061), uptime=73.0%, visibleIp=200.188.153.52))",,"2023-04-15 02:29:59.0","2023-04-15 02:29:59.0",,,
45.168.15.12,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,false,"E. Andrade da Silva Serviço de Comunicação",Brazil,BR,-7.816199779510498,-35.880001068115234,AS268035,"PerformanceConnectData(aws_NA=EndpointServerData(ping=604, connections=ConnectionAttempts(success=17, fail=3120), uptime=0.0%, visibleIp=null), ora_UK=EndpointServerData(ping=7042, connections=ConnectionAttempts(success=6, fail=3132), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=1055, connections=ConnectionAttempts(success=11, fail=3111), uptime=0.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1194, connections=ConnectionAttempts(success=19, fail=3099), uptime=0.0%, visibleIp=null))",,"2023-04-15 02:00:20.0","2023-04-15 02:47:43.0",,,
45.168.15.107,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,false,"E. Andrade da Silva Serviço de Comunicação",Brazil,BR,-7.816199779510498,-35.880001068115234,AS268035,"PerformanceConnectData(aws_NA=EndpointServerData(ping=761, connections=ConnectionAttempts(success=13, fail=3134), uptime=0.0%, visibleIp=null), ora_UK=EndpointServerData(ping=862, connections=ConnectionAttempts(success=5, fail=3133), uptime=0.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2034, connections=ConnectionAttempts(success=19, fail=3108), uptime=0.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1166, connections=ConnectionAttempts(success=10, fail=3145), uptime=0.0%, visibleIp=null))",,"2023-04-15 02:11:28.0","2023-04-15 02:44:15.0",,,
45.169.88.1,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=false, autoRead=null)]",,true,"BJ NET BANDA LARGA LTDA",Brazil,BR,-9.070899963378906,-44.360599517822266,AS268099,"PerformanceConnectData(aws_NA=EndpointServerData(ping=605, connections=ConnectionAttempts(success=16, fail=213), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=222), uptime=0%, visibleIp=null), ora_JP=EndpointServerData(ping=871, connections=ConnectionAttempts(success=14, fail=205), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1168, connections=ConnectionAttempts(success=15, fail=198), uptime=7.0%, visibleIp=45.169.88.1))",,"2023-04-15 01:55:15.0","2023-04-15 02:45:20.0",,,
45.169.88.106,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[true])]",,true,"BJ NET BANDA LARGA LTDA",Brazil,BR,-8.690400123596191,-44.048099517822266,AS268099,"PerformanceConnectData(aws_NA=EndpointServerData(ping=657, connections=ConnectionAttempts(success=930, fail=1560), uptime=37.0%, visibleIp=null), ora_UK=EndpointServerData(ping=768, connections=ConnectionAttempts(success=180, fail=2309), uptime=7.0%, visibleIp=null), ora_JP=EndpointServerData(ping=956, connections=ConnectionAttempts(success=945, fail=1555), uptime=37.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1192, connections=ConnectionAttempts(success=908, fail=1588), uptime=36.0%, visibleIp=null))",,"2023-04-15 02:42:02.0","2023-04-15 02:48:41.0",,,
45.169.148.2,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[false])]",,true,"Telecomunicaciones Pixel Ltda",Chile,CL,-33.68259811401367,-71.01950073242188,AS267746,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3118, connections=ConnectionAttempts(success=258, fail=2992), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2303, connections=ConnectionAttempts(success=55, fail=3240), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2266, connections=ConnectionAttempts(success=274, fail=3012), uptime=8.0%, visibleIp=45.169.148.2), ms_HK=EndpointServerData(ping=6637, connections=ConnectionAttempts(success=266, fail=2994), uptime=8.0%, visibleIp=null))",,"2023-04-15 02:25:54.0","2023-04-15 02:48:01.0",,,
45.169.148.11,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[false])]",,true,"Telecomunicaciones Pixel Ltda",Chile,CL,-33.68259811401367,-71.01950073242188,AS267746,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2141, connections=ConnectionAttempts(success=249, fail=2964), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=5030, connections=ConnectionAttempts(success=66, fail=3169), uptime=2.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2374, connections=ConnectionAttempts(success=271, fail=2938), uptime=8.0%, visibleIp=45.169.148.2), ms_HK=EndpointServerData(ping=3003, connections=ConnectionAttempts(success=286, fail=2934), uptime=8.0%, visibleIp=null))",,"2023-04-15 02:40:36.0","2023-04-15 02:45:10.0",,,
45.170.101.2,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[false])]",,true,"Fibernet SPA",Chile,CL,-33.731998443603516,-70.74189758300781,AS267758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2316, connections=ConnectionAttempts(success=241, fail=2978), uptime=7.0%, visibleIp=null), ora_UK=EndpointServerData(ping=2398, connections=ConnectionAttempts(success=61, fail=3170), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3197, connections=ConnectionAttempts(success=230, fail=2995), uptime=7.0%, visibleIp=null), ms_HK=EndpointServerData(ping=3705, connections=ConnectionAttempts(success=217, fail=3008), uptime=6.0%, visibleIp=null))",,"2023-04-15 02:01:44.0","2023-04-15 02:23:34.0",,,
45.170.101.177,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[false])]",,true,"Fibernet SPA",Chile,CL,-33.731998443603516,-70.74189758300781,AS267758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2679, connections=ConnectionAttempts(success=205, fail=3026), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3066, connections=ConnectionAttempts(success=60, fail=3144), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=3731, connections=ConnectionAttempts(success=228, fail=3030), uptime=6.0%, visibleIp=null), ms_HK=EndpointServerData(ping=4962, connections=ConnectionAttempts(success=252, fail=2974), uptime=7.0%, visibleIp=null))",,"2023-04-15 02:08:49.0","2023-04-15 02:32:36.0",,,
45.170.102.1,999,,,"[ProtocolDataType(type=http, port=999, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=999, tls=false, autoRead=[false])]",,true,"Fibernet SPA",Chile,CL,-33.45130157470703,-70.66529846191406,AS267758,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1654, connections=ConnectionAttempts(success=164, fail=2416), uptime=6.0%, visibleIp=null), ora_UK=EndpointServerData(ping=3505, connections=ConnectionAttempts(success=31, fail=2518), uptime=1.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2818, connections=ConnectionAttempts(success=131, fail=2416), uptime=5.0%, visibleIp=null), ms_HK=EndpointServerData(ping=5009, connections=ConnectionAttempts(success=141, fail=2407), uptime=5.0%, visibleIp=45.170.102.1))",,"2023-04-15 02:19:30.0","2023-04-15 02:45:19.0",,,
45.171.108.253,999,,,"[ProtocolDataType(type=https, port=999, tls=true, autoRead=[true]), ProtocolDataType(type=http, port=999, tls=false, autoRead=[true])]",,false,"Lagonet-tv Cia. Ltda",Ecuador,EC,0.08500000089406967,-76.8833999633789,AS267778,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6701, connections=ConnectionAttempts(success=500, fail=1986), uptime=20.0%, visibleIp=null), ora_UK=EndpointServerData(ping=4180, connections=ConnectionAttempts(success=96, fail=2405), uptime=3.0%, visibleIp=null), ora_JP=EndpointServerData(ping=2819, connections=ConnectionAttempts(success=507, fail=1989), uptime=20.0%, visibleIp=null), ms_HK=EndpointServerData(ping=1470, connections=ConnectionAttempts(success=478, fail=2018), uptime=19.0%, visibleIp=45.171.109.83))",,"2023-04-15 02:49:55.0","2023-04-15 02:49:55.0",,,
